(Do Not Modify) DOI Occupancy Buildings List,(Do Not Modify) Row Checksum,(Do Not Modify) Modified On,Building Name,Address,State,Assigned Employees (Old),Owner,RPUID CO Number,RTO Non-Ready,RTO Seats,RTO Workstations for Other Bureaus,RTO Open Workstation,Bureau Name,Pending Requests Count,Assigned Employees Count,Modified,Modified By,Assigned Seats Count,ID,Latitude,Longitude
7b35c944-bf22-f011-9989-001dd80afeda,H/eRzYmAcUnfRytSYkKAiMm725/jSnkiRv/MVcOz4G0vxG7ttqzLrhqy7om09mxMldrsCoOWCMyno/b863EM2Q==,7/14/2025 12:57,GRSA - Resource Management Lab,11500 HIGHWAY 150,Colorado,0,NPS,RPUID74099.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15787,+37.7247470,-105.5179870
7c35c944-bf22-f011-9989-001dd80afeda,13N99cYdhErL5kkS271MPPVJcMrC7InKz44NGb+0VnMKOy+3KXxErxyYSYoeSDbQdXHbXO8HBLJl389sGQcPmQ==,7/16/2025 3:39,GRSM - ND SU Sugarlands Riding Stables Office,107 PARK HEADQUARTERS ROAD,Tennessee,0,NPS,RPUID236878.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15791,+35.6905420,-83.5317310
7d35c944-bf22-f011-9989-001dd80afeda,AK9qEjb8OGqWLCvBT5M38xT3Zy4DJkdshvyLyYOdIaG25RU+o5LuGvcNEDwKtam4huAY41OI89kjajQzX1xTlg==,7/14/2025 8:04,GRTE - (CN) B - CBV-017 Corrals Office (CB-131),1 TETON PARK ROAD,Wyoming,0,NPS,RPUID82855.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15795,+43.8258860,-110.6855750
7e35c944-bf22-f011-9989-001dd80afeda,bjoi1wJzAuPnsc9W05NYOGdq25ikIiSasve0lPIxcKdGoaweWw6FeblfzCw6d/yU8k+VlEYzFXF1LdoH1n6AGw==,7/16/2025 7:26,GRTE - B - B0181 Moose Entrance Office (Moose Caboose),# #,Wyoming,0,NPS,RPUID51464.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15808,+43.6604760,-110.7212660
7f35c944-bf22-f011-9989-001dd80afeda,WrbG1UxtjZGk9Km4YvZ5qwHixRqoa4lG9oXO7nKth4hpnBe+RgPMztyjzvwRoYUpRziL0CubfXUK0Z+jH+IZkg==,7/16/2025 15:48,GUIS - NLO Hurricane Building (FL46),1801 GULF BREEZE PARKWAY,Florida,0,NPS,RPUID56642.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15809,+30.3664610,-087.1378030
8035c944-bf22-f011-9989-001dd80afeda,uDs+AA6FR8/nB9136uHY7pHvKmcvrlqZoQWRUZPwuz7nR1g+pVo3qMzMEFEncGu726QNhIByK4RhlZDyd5e84w==,7/15/2025 17:37,GUIS - SI Public Restroom North (MS40),3500 PARK ROAD RD,Mississippi,0,NPS,RPUID99693.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15812,+30.2112610,-88.9721450
8135c944-bf22-f011-9989-001dd80afeda,CFNebJFIT/PzM7C+OyXT+hHWaGybSZrClvpFJ9FsxnzMlm6/aJJFb+OBaBDRJlkl2n2htONBtkqxuVFTPNHCBg==,7/16/2025 9:28,GWMP - GWMP-  Headquarters/Admin. (TRHQ),# 700 GEORGE WASHINGTON MEMORIAL PARK,Virginia,0,NPS,RPUID26842.C,0,0,0,0,National Park Service,3,0,,Ethan Rutledge,0,15816,+38.9611530,-077.1463570
8235c944-bf22-f011-9989-001dd80afeda,vXn4wIAOOyQWS64zzKyoaPlrigWReqRhaeeKi3OeWqhsptKKcROsfeeQv7Ew+xPiHoGohuLhH6WZFoVheO8JQw==,7/16/2025 10:27,GWMP - USPP- D2 Turkey Run Facility (GWMP),700 GEORGE WASHINGTON MEMORIAL PARKWAY,Virginia,0,NPS,RPUID26843.C,0,0,0,0,National Park Service,1,0,,Ethan Rutledge,0,15837,+38.9616590,-077.1482140
8335c944-bf22-f011-9989-001dd80afeda,DUbTivTbgoohLnSiNWM2I5zjJpd0ynpeRImCiBcc579O0LiscHdJ1HNI4KJVztktsimCuQ0I7B6TD/cHHc02Zg==,7/13/2025 19:40,GWMP - USPP- Great Falls Office Trailer  (Mothballed),# 700 GEORGE WASHINGTON MEMORIAL PARK,Virginia,0,NPS,RPUID229939.C,0,0,0,0,National Park Service,1,0,,Ethan Rutledge,0,15839,+38.9966120,-077.2556160
8435c944-bf22-f011-9989-001dd80afeda,bzFyq1PejuRT5axnlMoHFBGqW5Mx4V/DnFs2QtW6gdvK01MrK7Rws9yVoSrWxItyiXLj8hBcI1I+kbMF2mFXOQ==,7/16/2025 9:10,HAFE - CH HS Brackett House (B57),# #,West Virginia,0,NPS,RPUID28546.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15848,+39.3238980,-077.7363710
8535c944-bf22-f011-9989-001dd80afeda,09kVexUaLIBxrgVTdsEjmnkhZ/tiDg1/MszWBBV557wmnfPbhNFcEfeFsYT8QkcHefeKqt7zeQjHd7wB3MwiSg==,7/15/2025 14:21,HAVO - Rainshed Resource Management Office,1 CRATER RIM DRIVE,Hawaii,0,NPS,RPUID57083.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15853,+19.4323200,-155.2595700
8635c944-bf22-f011-9989-001dd80afeda,fi9073f3g4ACYNrBbklQy48A6vAq4wpvii6e/NOY+dJKhGq7wtXlHAuHpI5xOT2WsB7+d+80l0dkltWkKj3Jtg==,7/16/2025 17:15,HAFC - B69- Bird Brady (IDC Administration),# #,West Virginia,0,NPS,RPUID3749.C,0,0,0,0,National Park Service,1,0,,Ethan Rutledge,0,15862,+39.3230190,-077.7418300
8835c944-bf22-f011-9989-001dd80afeda,HqV2X7ICO6Cj8jVW+t4qjzmXdDq4Z4RSNkhds7cwLg530PzQeRc0KoQAKcpvjHtvC4VQnEX5NXllbEZ/wWBf2w==,7/15/2025 23:13,HAVO - B21 Admin Office,1 CRATER RIM DRIVE,Hawaii,0,NPS,RPUID22315.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15885,+19.4260740,-155.2560940
8935c944-bf22-f011-9989-001dd80afeda,NM2QJLUPgiJUBk/oIfAJA+FZgCxYCj1MuiH7xzHBQjySL83QdaVzjfw//pxf412oToPyhrETHIf9Bo7b65HmmA==,7/15/2025 23:16,HAVO - B3 Office,1 CRATER RIM DRIVE,Hawaii,0,NPS,RPUID22324.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15897,+19.4275780,-155.2569720
8a35c944-bf22-f011-9989-001dd80afeda,g2meirWpd6R4SRAxZS24RA/TvxWJfFyxjO/rrp0zxEYcsgjKGgPzwBU0wA1qLB/tgsvsztkCvEGPHOOWYMgDZQ==,7/15/2025 19:18,"HEHO - HS-06 Laban Miles House, QMIS #00HS06",# 110 PARKSIDE DRIVE,Iowa,0,NPS,RPUID64124.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15896,+41.6709200,-091.3464700
8b35c944-bf22-f011-9989-001dd80afeda,6+3sAIwnVdNNjf+xZUiWPHSe5RSwsvpFkb+zhVOy9grGga9sYvbe1sAc+bQmRbGhlFbha6NRznRiP5Q0S15lEg==,7/14/2025 20:35,HUTR - HD Administration Office HB09,# HIGHWAY 264,Arizona,0,NPS,RPUID68351.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15904,+35.7092100,-109.5585300
8c35c944-bf22-f011-9989-001dd80afeda,4FvBAyBORixFLIT+A4hcU8cnwobvAyuUftKxxGXVg1xfs9ev9+qWWSRfAsE5oXIXvFIUbrYcOGmHeElTjICdWA==,7/10/2025 3:40,INDE - Building-325 WALNUT STREET - (MS),143 SOUTH 3RD ST.,Pennsylvania,0,NPS,RPUID83002.C,0,0,0,0,National Park Service,1,0,,Ethan Rutledge,0,15909,+39.9473750,-075.1473040
8d35c944-bf22-f011-9989-001dd80afeda,ArKcfyAxZqFkBdF8Uchm5ULJsKCNMWZoxhsW9aZHfCk2WSJRMMSFsAgq62yHYsFpv46+5BzxB87f8S6BXeyPXQ==,7/16/2025 20:01,INDU - #102 Resource Management,# 1100 N. MINERAL SPRINGS ROAD,Indiana,0,NPS,RPUID22128.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15918,+41.6310130,-087.0875970
8e35c944-bf22-f011-9989-001dd80afeda,IqO7/O5czwa6ftLKkvXNUShy9i5p1W3/Vsv3FiE30rDZyQig6Xl5C3qCgTEa+PKji+ipQpucfwtoSHmZr2Ipjg==,7/16/2025 6:52,HAVO - Green House Office,1 CRATER RIM DRIVE,Hawaii,0,NPS,RPUID24216.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15916,+19.4187400,-155.2494000
8f35c944-bf22-f011-9989-001dd80afeda,DBpEje6nM5wwfBPj0eHEU0YNXzfgZKQ6ZrUeiad8MByZTO+wWyrwanBMQpzfwgpJAt08IfLYQlAwFjnglac/CA==,7/16/2025 9:59,ISRO - Rock Harbor Ranger Station B0171,800 E LAKESHORE DRIVE,Michigan,0,NPS,RPUID49794.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15935,+48.1459780,-088.4871800
9035c944-bf22-f011-9989-001dd80afeda,Pp1xehkuKUh4I00rnZFJVe58SXq9dgnMv965qtUx1MDG/q8QQmz4A2BaoJC4KfYPgIoAemszPIak87IcVMqsOg==,7/16/2025 10:24,ISRO - Houghton HQ Modular Office Bldg. 01,800 E LAKESHORE DRIVE,Michigan,0,NPS,RPUID99492.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15933,+47.1227650,-088.5634200
9135c944-bf22-f011-9989-001dd80afeda,j0MP8sZTChi7+osYpi4etkdhgO5MBp4E7K86HZ26m888x7371oaF3T09Kv5tjM11gIQWjFoxpGO13eUQT9omZw==,7/15/2025 14:16,ISRO - Houghton HQ Modular Office Building 02,800 E LAKESHORE DRIVE,Michigan,0,NPS,RPUID99495.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15934,+47.1227680,-088.5631190
9235c944-bf22-f011-9989-001dd80afeda,EkQsT9+X/v9W10Flb6YMrr/yTGKo+2wweAifPv5lyVDrG1yx5reZhXF8UyhPIdn5/sZwIdFOXYFoAQNXJuE1EA==,7/16/2025 10:24,JODA - SR BLDG HIST Cant Ranch House Visitors Center,32651 HIGHWAY 19,Oregon,0,NPS,RPUID29098.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15941,+44.5551340,-119.6447330
9335c944-bf22-f011-9989-001dd80afeda,dkHZ4hm3WQAhqlyW8ufHfltqTi9a0A3wCeeAneYlZJvTHkBwMO6kuHVpjjbiJERG913H91accGreN+zcYBVcKg==,7/15/2025 12:27,JODA - PH BLDG Kiosk Office Ranger,37375 BEAR CREEK RD,Oregon,0,NPS,RPUID91035.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15955,+44.6540900,-120.2519980
9435c944-bf22-f011-9989-001dd80afeda,DkLgEHwoH1Ra7mrvcOgMRHsjzLi45u6V5ORsViaGDEHkUbJqu6A5JeUDYzl7Vixr1ZRe5xIJrBcxt405zJeZGw==,7/16/2025 19:01,JOFI - JFK House - (ME)(MS),83 BEALS STREET,Massachusetts,0,NPS,RPUID63776.C,0,0,0,0,National Park Service,1,0,,Ethan Rutledge,0,15956,+42.3469500,-071.1231300
9535c944-bf22-f011-9989-001dd80afeda,YYmubJ3bNZWrOmolCyPOOS6lCnaQ0Dmq4zTcfBtytWMOdhReBgmwP/3tIMy16vYFJNcsG0eNIyru6EzU8vuUAg==,7/16/2025 9:47,JOFL - Unger Spring House,733 LAKE ROAD,Pennsylvania,0,NPS,RPUID16311.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15960,+40.3492430,-78.7708410
9635c944-bf22-f011-9989-001dd80afeda,kV/ZKNUXuJQkSBxiVahfwgrwbr6uQLC2SS8J2QrdOALlXwgBrY9ns6BUIfC0Lv0Ac/nNjdfA2FRM8ft8WM0ynw==,7/14/2025 11:40,JOTR - West Entrance Fee Office/Restrooms 135,74485 NATIONAL PARK DRIVE,California,0,NPS,RPUID17062.C,0,0,0,0,National Park Service,1,0,,Ethan Rutledge,0,15961,+34.0933030,-116.2649380
9735c944-bf22-f011-9989-001dd80afeda,dLBNoJZhPT7YGrnnul9NWWrtgm5lmIBZJk+r5m3nsKPNd8aDaoBj5JH8mxnI+dEXyIHXfMHLGAHu161vZSlXfw==,7/15/2025 14:01,JOTR - Black Rock Fire Center Office 310,74485 NATIONAL PARK DRIVE,California,0,NPS,RPUID17222.C,0,0,0,0,National Park Service,1,0,,Ethan Rutledge,0,15970,+34.0755600,-116.3920320
9835c944-bf22-f011-9989-001dd80afeda,iAULevxeyAns3cZPqxDLcVaT/SwCzGsU6CvKtLHe/yTuG1pHCqtdtSfmQGw1K1s1BYOZVSi5GtRK3F/dpcKdyg==,7/15/2025 22:23,JOTR - CW Ranger Office 208 - Mission 66,74485 NATIONAL PARK DRIVE,California,0,NPS,RPUID16874.C,0,0,0,0,National Park Service,1,0,,Ethan Rutledge,0,15971,+33.7484250,-115.8240820
9935c944-bf22-f011-9989-001dd80afeda,LdeMcAlnhPjS9pLM12MjlX3hybJ4FAG9W6e+pgxqUHm4nyAz06Te4gIqpBEBQMysA57dol293V2JjedcWlCRmA==,7/14/2025 12:14,KEFJ - DT: Park Head Quarters Building,500 ADAM STREET,Alaska,0,NPS,RPUID99895.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15973,+60.1008970,-149.4394090
9a35c944-bf22-f011-9989-001dd80afeda,1clyinBMl0ImKI5zK/RW1mFvXB28COoRzVSEWF665glTHLa8eHPG6QeW5enR8Wi5IS2eRajDqEIdvBHN5MJXrg==,7/15/2025 16:50,KALA - BLDG 703 Airport Terminal (Airport Rd.),7 PUAHI STREET,Hawaii,0,NPS,RPUID58881.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15975,+21.2094460,-156.9747000
9e35c944-bf22-f011-9989-001dd80afeda,rgbWK5lyvIbNWQW5EQyNu9TbFz3b20IvbEPeI9unBVZxB6gx7aDW3RX35/w3Anr0c/FbRFyya/UZ9rFbxdtucQ==,7/15/2025 1:11,KEWE - VG Paine Webber Building,25970 RED JACKET ROAD,Michigan,0,NPS,RPUID116411.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15979,+47.1478900,-88.2716400
a335c944-bf22-f011-9989-001dd80afeda,soYV0GiU1PwqbdU35xj5h86vsO9fRum1PiK0HLnP3+kYyJu7gDJEkaCT5w0XWFU/k4FipDRHZ58+C16Vk0BKPg==,7/15/2025 22:31,LARO - BLDG KF Info Center/Interp Office #2101,1008 CREST DRIVE,Washington,0,NPS,RPUID00001715.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15998,+48.5995180,-118.1193350
a435c944-bf22-f011-9989-001dd80afeda,lwPoIrG2qUNNcxcHHUNeZ+sE+VkgvSuTLWUyONfza01JSYXFNMQndqsRtWI1xN/YPOhWDMOo8Fiy7jeFLi4HoQ==,7/16/2025 11:06,LARO - CONCE BLDG KY Modular Office (now store),# #,Washington,0,NPS,RPUID98639.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16002,+47.9260290,-118.6932950
a535c944-bf22-f011-9989-001dd80afeda,BiWMuaBrLtaH8p/V7tkbzUNGOJcFHy2g1sXjqNaBuE3l0QEwXJEszxwUns5bQcYkyX62Z7WHzhublMCM3urqpw==,7/15/2025 21:19,LARO - BLDG SC Administrative Building #502A,# #,Washington,0,NPS,RPUID9890.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,15997,+47.9350040,-118.9378370
a635c944-bf22-f011-9989-001dd80afeda,lVRdZXIGJOKAS6k+j1zrEEHWoAq2pKFLBgyonYlfVzIY4Dku2H1zAF4whKgySQJTSbd+On+/WOz/kXVXwY38Jg==,7/16/2025 2:31,LAVO - Admin Building  #1 (HQ),38050 HW 36E,California,0,NPS,RPUID45516.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16000,+40.3454810,-121.6091160
b335c944-bf22-f011-9989-001dd80afeda,NA8/ykr3xV+3zj3iwdIQWquM6cBczd/TbbXTjPMpG6sN4UPjpy/+Y9fziqqZcILvH9ZxQMcOU4fo9d+SZoovEw==,7/15/2025 11:11,LIHO - HS-09 Morse House,413 S. 8TH STREET,Illinois,0,NPS,RPUID41219.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16030,+39.7980490,-089.6442110
b435c944-bf22-f011-9989-001dd80afeda,SCLcuYfBUSHwf7DZP5EhInugv6uYCoovLmzjG7TL4I1ALlKiW/2JdSqMvQHa+7YzKzl0tVV1NpHkWP1SE3DieA==,7/16/2025 10:00,LIHO - S-03 Eastern National,413 S. 8TH STREET,Illinois,0,NPS,RPUID41277.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16032,+39.7975150,-089.6444760
b535c944-bf22-f011-9989-001dd80afeda,hhN5CZjyf5BJfvVWxJfmtjeXrRCpvg9xsbJW6dC2XRR6QHhHyjl6z9FWEpSNor+oqmHaa6Ui0XSfrwMQWL9erA==,7/16/2025 17:18,LIHO - HS-10 Robinson House,520 S. 8TH ST.,Illinois,0,NPS,RPUID41222.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16033,+39.7964550,-089.6448060
b635c944-bf22-f011-9989-001dd80afeda,6OFZwfgLeKnF3QUyoIRwldVwmMuE5pUgh14LGwjmtN4j6htXmzVmnTzA4DBsMIZpQBQuWjrxenbrkdb+0Xh8cQ==,7/16/2025 14:12,LIHO - HS-17 Shutt House,525 S. 8TH ST.,Illinois,0,NPS,RPUID41252.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16048,+39.7963750,-089.6454320
b935c944-bf22-f011-9989-001dd80afeda,0JKn15BMj7uPXKWB/Z/lSsFxv7aegOT+vHcqYqjIa1Sx+9oSlxTTSQlXjlfzrIwVZQLOY155ZJv7a6G4Tz5dfQ==,7/16/2025 11:15,LOWE - Kirk St. Agents House,67 KIRK STREET,Massachusetts,0,NPS,RPUID00001126.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16053,+42.6474100,-071.3096400
ba35c944-bf22-f011-9989-001dd80afeda,Icnb7h0Z6RjT6n7vIfmpoOJEIQGpEElw+5+PP06/n35+qEC1wKCR8/18BZspjBwq4YiCUMOzV7TcCvg52ukeyg==,7/15/2025 3:38,MACA - BLDG 040 - Administration & Human Resource Office,1 MAINTENANCE ROAD,Kentucky,0,NPS,RPUID5855.C,0,0,0,-1,National Park Service,0,1,,Ethan Rutledge,0,16054,+37.1836450,-086.0873380
bb35c944-bf22-f011-9989-001dd80afeda,BnvlVqSKaHrlh1MxePKmXnB3gtETfDZ8BEjM98pNRGG3+rBwKLxc962fbe8DY6BVKAUhHVEhPxvv0Lna5CIcFw==,7/15/2025 2:10,MACA - BLDG 063 - Facility Management Office,1 MAINTENANCE ROAD,Kentucky,0,NPS,RPUID50075.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16056,+37.1799970,-086.0855560
bc35c944-bf22-f011-9989-001dd80afeda,IuwKh09VDhtKJ+Om2gLDO+JJJVLymEDHBQ0Bs/wgMau0P/s0Jy1RuVzkwfGtY1idRrtQdmnO7UXNX0JcFme0xA==,7/16/2025 12:11,MANA - Visitor and Resource Protection Office,12521 LEE HIGHWAY,Virginia,0,NPS,RPUID47069.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16070,+38.8272060,-077.5180930
be35c944-bf22-f011-9989-001dd80afeda,FtBFkrx2i2tcbccc7zomFrbIi+9FxvrvOURnTXTZTpp0Rcke1WB8xH513D3M/r+tBSzV0Nat/qcQUrbeWTcAhQ==,7/16/2025 2:51,MAVA - MAVA Office Complex,1013 OLD POST ROAD,New York,0,NPS,RPUID77396.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16072,+42.3707500,-073.7023100
bf35c944-bf22-f011-9989-001dd80afeda,FmlB66apMArmC2y5mBk0oRf/joNB+2npPiSoQvarXtJ41ta+xt4ZMYmcv86un/rzlwBpBjdScISm6oC852RPXQ==,7/15/2025 0:28,MEVE - *(CC) Office Barracks # 2 Bldg. # 194,# NORTH HIGHWAY 160,Colorado,0,NPS,RPUID46232.C,0,0,0,0,National Park Service,1,0,,Ethan Rutledge,0,16074,+37.1978270,-108.4900170
c035c944-bf22-f011-9989-001dd80afeda,++IQQmWMyGXEs1GxzfcH5DwGuvrb2RHr5unjmGaLLJZ/W3KmUlaD5VK2M03Kn6hH9iB6GyX5E0e9h/gbYcFftg==,7/15/2025 20:40,MEVE - *(HQ) Headquarters Office # 15,# NORTH HIGHWAY 160,Colorado,0,NPS,RPUID46068.C,0,0,0,0,National Park Service,1,0,,Ethan Rutledge,0,16075,+37.1838400,-108.4883100
c635c944-bf22-f011-9989-001dd80afeda,DjbCC53xBwRKnRNFD0u0NC7ekZk0xEZUg35RNrW+JRs1s6flzBeB44yKE4u0RXVWzeRdI8esJgBCT7m/hMrXlw==,7/14/2025 15:30,MEVE - *(EA) Fee Office #246,# NORTH HIGHWAY 160,Colorado,0,NPS,RPUID112453.C,0,0,0,0,National Park Service,1,0,,Ethan Rutledge,0,16077,+37.3313760,-108.4171140
c735c944-bf22-f011-9989-001dd80afeda,HTplPRCddABz5gwHQSzqtfs7BJdWS9HzjyzjepxqvuQFw5JZoVk6K2w8RnJhVeZN95Dm/KkoiJmjVQjWOHp2aA==,7/15/2025 9:29,MIIN - BLDG Herrmann House,221 NORTH STATE STREET,Idaho,0,NPS,RPUID236073.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16076,+42.6804690,-114.2458620
c835c944-bf22-f011-9989-001dd80afeda,ccX+SzsHp8yduFjGwuO3cIaihcqnwauHvBKZesegLNrEy+vucQRwj+cr0vC802PuYAyag/Oy9sn4M3R/iy5Nqw==,7/16/2025 4:35,MOCA - MOCA Chief Ranger Office/HB,527 S. MAIN STREET,Arizona,0,NPS,RPUID13314.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16087,+34.6108290,-111.8385150
c935c944-bf22-f011-9989-001dd80afeda,Q+aUykJXQM4E+YzrvJ2hJYZFDZtpWjNRg/uFj3TmGmLZFLMSfTSsiSGbpvyT1TTokaNT5LeLvtzKaQ06/XeLhg==,7/15/2025 12:58,MORA - BLDG L001 Longmire (Administration),# 55210 238TH AVE E,Washington,0,NPS,RPUID19400.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16089,+46.7501620,-121.8116820
cd35c944-bf22-f011-9989-001dd80afeda,eX8Ryuz1aEsAu61oTvVFEiPJE8MD7sXTFRczeumnza70iLcIjCs5kHBtNyIh5BaY4T5hrU+vLWQb+bptd7yOQg==,7/16/2025 19:24,MORA - BLDG L112 Longmire (Employee Lounge/Auxiliary Office),# 55210 238TH AVE E,Washington,0,NPS,RPUID19423.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16104,+46.7500520,-121.8110580
d035c944-bf22-f011-9989-001dd80afeda,Bn7Hi/A3Drjf1cXdNYz1DdWlKGW1sapJQX/dIkgLyzQSNjO1xeHFmcViHniX/K3wz1Ws38PHx/PGuUAn3dm2Bg==,7/16/2025 15:14,MORA - BLDG C230 Carbon River (Brooke Property),# 55210 238TH AVE E,Washington,0,NPS,RPUID246780.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16109,+47.1036450,-122.0456840
d135c944-bf22-f011-9989-001dd80afeda,6iWKahTnS/5yC+XL7Bdqok0UhhHA6cqe/S4HnAGEGRts1fHOtO7HHh7r+wSPxIW4syzrF4iMYZztgI2hbYYFvw==,7/15/2025 13:14,MUWO - Reservation Parking Office   MW-110,1 MUIR WOODS ROAD,California,0,NPS,RPUID43454.C,0,0,0,0,National Park Service,1,0,,Ethan Rutledge,0,16108,+37.8921710,-122.5689350
d235c944-bf22-f011-9989-001dd80afeda,mcIWZq/XVR39tJHOT6D2nCJGzGNWkIBKzXydLsQMc2XoFcqzxhmrWqgiCKxEdkycXC2vLDbRsmRs5gFse9e82Q==,7/16/2025 19:04,MORU - Park Headquarters Facility,"# 13000 HIGHWAY 244, BUILDING 31, SUI",South Dakota,0,NPS,RPUID61427.C,0,0,0,0,National Park Service,1,0,,Ethan Rutledge,0,16111,+43.8762880,-103.4564260
d435c944-bf22-f011-9989-001dd80afeda,x1gRb2bTF6/w+M6b7FrqUqK7tMZNHQQ1Siv14nX2leUPgGakPzcHqUMayox+i/vj4cEJix1o/+OcA9nTJJkiIA==,7/15/2025 16:30,NABR - NABR Administrative Office Trailer BRMA,# HC 60,Utah,0,NPS,RPUID61224.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16121,+37.6093040,-109.9786180
d535c944-bf22-f011-9989-001dd80afeda,E/dqg9s4wGDZD0jnxcV5Qb4ICvml+3FWW0o2+ddz63u8ztGiQVTli/9lkDoXkARd86fHQs3wm7INXZeH2BHmKw==,7/15/2025 23:22,NACE - Greenbelt- Auto Shop,# #,Maryland,0,NPS,RPUID18578.C,0,0,0,0,National Park Service,1,0,,Ethan Rutledge,0,16122,+38.9951920,-076.8921860
d635c944-bf22-f011-9989-001dd80afeda,TY/mJ6RmBqJWXdhIBfVQhQrpX+1oZW/bwCSC7oDJc2yvRCOHEW6WreQVP4pIeLT7EsaB54wWBZVVY2huyAuHCA==,7/13/2025 15:28,NATC - WJ Kitchen Dependencey,"640 SOUTH CANAL STREET,",Mississippi,0,NPS,RPUID10862.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16124,+31.5599610,-91.4059450
d735c944-bf22-f011-9989-001dd80afeda,YA4Z1s9oxrCxSvv3vf+9XLdDf1poB7fZW5n4x2AxHy74COj/UybcwKe0eZLOju8N+S4vTCC6ydVulgmXbhK85g==,7/14/2025 10:29,NATR - TU House #17 Fire Effects Office,2680 NATCHEZ TRACE PARKWAY,Mississippi,0,NPS,RPUID66562.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16135,+34.3272980,-088.7106400
d835c944-bf22-f011-9989-001dd80afeda,JxND2QkJx4RWMMxie6ozzYV2jDUjNm9imzFIfKWbPcra/uB457kH3NoBuodL+84HuENeGONp/fsh1A5WpmxJQA==,7/15/2025 22:53,NATR - TU House #34 Fire Management Office,2680 NATCHEZ TRACE PARKWAY,Mississippi,0,NPS,RPUID66545.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16137,+34.3260130,-088.7075470
d935c944-bf22-f011-9989-001dd80afeda,6dN04/sFf7qEQxmXfJQMD2IibTKec/C/ObpQyqrPq1TgA5aj91RrHNuE4t1b72+dImXdRIT1o1tpA0g2oa9TaA==,7/13/2025 2:18,NATR - TU House #13 MABO Office,2680 NATCHEZ TRACE PARKWAY,Mississippi,0,NPS,RPUID66573.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16139,+34.3251880,-088.7076400
da35c944-bf22-f011-9989-001dd80afeda,Hgq1MlaWyj6r+ReABuNDsvy2RIyPFcaVl19islVP2PWh/RFFAD26J30dd1S7VMZsy1IS5+8qKBKDfWIE23VIUQ==,7/16/2025 13:46,NERI - Brookside Admin. Building,0 #,West Virginia,0,NPS,RPUID50706.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16147,+37.7215380,-080.8911420
